geoid,name,B19013001,"B19013001, Error"
05000US26047,"Emmet County, MI",55829,2292
05000US26049,"Genesee County, MI",48588,827
05000US26051,"Gladwin County, MI",44619,1115
05000US26053,"Gogebic County, MI",38839,2627
05000US26055,"Grand Traverse County, MI",63575,1967
05000US26057,"Gratiot County, MI",47848,1985
05000US26059,"Hillsdale County, MI",49622,1426
05000US26061,"Houghton County, MI",43183,2372
05000US26063,"Huron County, MI",48289,1197
05000US26065,"Ingham County, MI",52872,1013
05000US26067,"Ionia County, MI",57043,1779
05000US26069,"Iosco County, MI",43678,1646
05000US26071,"Iron County, MI",41599,3117
05000US26073,"Isabella County, MI",45116,1394
05000US26075,"Jackson County, MI",53658,1143
05000US26077,"Kalamazoo County, MI",56511,997
05000US26079,"Kalkaska County, MI",46898,1842
05000US26081,"Kent County, MI",63053,766
05000US26083,"Keweenaw County, MI",50292,5204
05000US26085,"Lake County, MI",37320,2217
05000US26087,"Lapeer County, MI",62641,1548
05000US26089,"Leelanau County, MI",65249,2617
05000US26091,"Lenawee County, MI",55450,1314
05000US26093,"Livingston County, MI",84221,1674
05000US26095,"Luce County, MI",45469,3398
05000US26097,"Mackinac County, MI",47938,1798
05000US26099,"Macomb County, MI",62855,631
05000US26101,"Manistee County, MI",50055,1878
05000US26103,"Marquette County, MI",53970,1740
05000US26105,"Mason County, MI",51725,2027
05000US26107,"Mecosta County, MI",45018,1645
05000US26109,"Menominee County, MI",46828,2160
05000US26111,"Midland County, MI",62625,2002
05000US26113,"Missaukee County, MI",47194,1980
05000US26115,"Monroe County, MI",62203,1547
05000US26117,"Montcalm County, MI",49448,1216
05000US26119,"Montmorency County, MI",41772,2621
05000US26121,"Muskegon County, MI",50854,1187
05000US26123,"Newaygo County, MI",50326,1672
05000US26125,"Oakland County, MI",79698,700
05000US26127,"Oceana County, MI",50104,1802
05000US26129,"Ogemaw County, MI",40373,1366
05000US26131,"Ontonagon County, MI",41546,2306
05000US26133,"Osceola County, MI",44032,1396
05000US26135,"Oscoda County, MI",42335,2490
05000US26137,"Otsego County, MI",54332,2818
05000US26139,"Ottawa County, MI",69314,1295
05000US26141,"Presque Isle County, MI",47948,1982
05000US26143,"Roscommon County, MI",42054,1849
05000US26145,"Saginaw County, MI",48000,920
05000US26147,"St. Clair County, MI",56951,1163
05000US26149,"St. Joseph County, MI",52086,1677
05000US26151,"Sanilac County, MI",47672,1448
05000US26153,"Schoolcraft County, MI",45500,4014
05000US26155,"Shiawassee County, MI",56032,1633
05000US26157,"Tuscola County, MI",49988,1324
05000US26159,"Van Buren County, MI",54485,1786
05000US26161,"Washtenaw County, MI",72586,1463
05000US26163,"Wayne County, MI",47301,464
05000US26165,"Wexford County, MI",47193,1807
05000US27001,"Aitkin County, MN",49351,1960
05000US27003,"Anoka County, MN",82175,1020
05000US27005,"Becker County, MN",60284,1887
05000US27007,"Beltrami County, MN",49160,2350
05000US27009,"Benton County, MN",57715,3479
05000US27011,"Big Stone County, MN",53900,5054
05000US27013,"Blue Earth County, MN",57429,1619
05000US27015,"Brown County, MN",61120,3180
05000US27017,"Carlton County, MN",63098,2614
05000US27019,"Carver County, MN",101496,1982
05000US27021,"Cass County, MN",52204,1447
05000US27023,"Chippewa County, MN",55269,3667
05000US27025,"Chisago County, MN",83464,2152
05000US27027,"Clay County, MN",65269,2909
05000US27029,"Clearwater County, MN",50386,3130
05000US27031,"Cook County, MN",57432,5072
05000US27033,"Cottonwood County, MN",52087,3389
05000US27035,"Crow Wing County, MN",56549,1256
05000US27037,"Dakota County, MN",86036,1039
05000US27039,"Dodge County, MN",74575,2214
05000US27041,"Douglas County, MN",63819,3345
05000US27043,"Faribault County, MN",53156,1985
05000US27045,"Fillmore County, MN",61207,1604
05000US27047,"Freeborn County, MN",53631,2266
05000US27049,"Goodhue County, MN",66800,2830
05000US27051,"Grant County, MN",55466,3196
05000US27053,"Hennepin County, MN",78167,733
05000US27055,"Houston County, MN",60382,3373
05000US27057,"Hubbard County, MN",56709,1829
05000US27059,"Isanti County, MN",74616,2781
05000US27061,"Itasca County, MN",55139,1948
05000US27063,"Jackson County, MN",58727,3060
05000US27065,"Kanabec County, MN",57163,2818
05000US27067,"Kandiyohi County, MN",60294,2188
05000US27069,"Kittson County, MN",59643,4005
05000US27071,"Koochiching County, MN",50870,4466
05000US27073,"Lac qui Parle County, MN",53071,2469
05000US27075,"Lake County, MN",61452,4534
05000US27077,"Lake of the Woods County, MN",49967,2711
05000US27079,"Le Sueur County, MN",71080,2659
05000US27081,"Lincoln County, MN",53077,2812
05000US27083,"Lyon County, MN",57730,2668
05000US27085,"McLeod County, MN",62121,2075
05000US27087,"Mahnomen County, MN",44688,4089
05000US27089,"Marshall County, MN",60118,2859
05000US27091,"Martin County, MN",52798,3353
05000US27093,"Meeker County, MN",63452,1601
05000US27095,"Mille Lacs County, MN",56135,2135
05000US27097,"Morrison County, MN",57815,2142
05000US27099,"Mower County, MN",54295,3129
05000US27101,"Murray County, MN",60231,2897
05000US27103,"Nicollet County, MN",67399,3957
05000US27105,"Nobles County, MN",55304,2938
05000US27107,"Norman County, MN",55085,2249
05000US27109,"Olmsted County, MN",76951,1893
05000US27111,"Otter Tail County, MN",58682,1774
05000US27113,"Pennington County, MN",60122,4468
05000US27115,"Pine County, MN",53422,1760
05000US27117,"Pipestone County, MN",52917,3937
05000US27119,"Polk County, MN",59343,2282
05000US27121,"Pope County, MN",61275,2901
05000US27123,"Ramsey County, MN",64660,686
05000US27125,"Red Lake County, MN",58576,4262
05000US27127,"Redwood County, MN",55404,2512
05000US27129,"Renville County, MN",59028,2195
05000US27131,"Rice County, MN",68584,2227
05000US27133,"Rock County, MN",63005,3528
05000US27135,"Roseau County, MN",62202,2446
05000US27137,"St. Louis County, MN",55646,1004
05000US27139,"Scott County, MN",102152,3021
05000US27141,"Sherburne County, MN",89250,2809
05000US27143,"Sibley County, MN",63439,1646
05000US27145,"Stearns County, MN",62789,1389
05000US27147,"Steele County, MN",64903,2247
05000US27149,"Stevens County, MN",60559,3479
05000US27151,"Swift County, MN",51620,3081
05000US27153,"Todd County, MN",53585,1580
05000US27155,"Traverse County, MN",51957,6301
05000US27157,"Wabasha County, MN",65226,1934
05000US27159,"Wadena County, MN",46605,2398
05000US27161,"Waseca County, MN",56762,3071
05000US27163,"Washington County, MN",96671,1705
05000US27165,"Watonwan County, MN",54065,2930
05000US27167,"Wilkin County, MN",60595,4559
05000US27169,"Winona County, MN",59329,2030
05000US27171,"Wright County, MN",84974,2315
05000US27173,"Yellow Medicine County, MN",59210,3307
05000US28001,"Adams County, MS",29936,1887
05000US28003,"Alcorn County, MS",42086,1860
05000US28005,"Amite County, MS",33981,4084
05000US28007,"Attala County, MS",33767,2524
05000US28009,"Benton County, MS",36258,4643
05000US28011,"Bolivar County, MS",29854,2075
05000US28013,"Calhoun County, MS",37263,2624
05000US28015,"Carroll County, MS",46052,8833
05000US28017,"Chickasaw County, MS",36548,2507
05000US28019,"Choctaw County, MS",36777,3671
05000US28021,"Claiborne County, MS",29338,3643
05000US28023,"Clarke County, MS",43207,4219
05000US28025,"Clay County, MS",31833,2798
05000US28027,"Coahoma County, MS",29121,4019
05000US28029,"Copiah County, MS",42151,2918
05000US28031,"Covington County, MS",38178,5245
05000US28033,"DeSoto County, MS",67038,2539
05000US28035,"Forrest County, MS",39840,2042
05000US28037,"Franklin County, MS",40219,5079
05000US28039,"George County, MS",47292,4411
05000US28041,"Greene County, MS",49677,7388
05000US28043,"Grenada County, MS",40122,3776
05000US28045,"Hancock County, MS",48119,4215
05000US28047,"Harrison County, MS",47894,1402
05000US28049,"Hinds County, MS",44625,1243
05000US28051,"Holmes County, MS",21504,2376
05000US28053,"Humphreys County, MS",28962,2553
05000US28055,"Issaquena County, MS",24208,7207
05000US28057,"Itawamba County, MS",44567,4341
05000US28059,"Jackson County, MS",51657,1623
05000US28061,"Jasper County, MS",35872,3531
05000US28063,"Jefferson County, MS",25019,6513
05000US28065,"Jefferson Davis County, MS",32116,3127
05000US28067,"Jones County, MS",41775,2429
05000US28069,"Kemper County, MS",31103,7786
05000US28071,"Lafayette County, MS",50272,2950
05000US28073,"Lamar County, MS",60328,2697
05000US28075,"Lauderdale County, MS",42534,1919
05000US28077,"Lawrence County, MS",41914,4523
05000US28079,"Leake County, MS",37096,3494
05000US28081,"Lee County, MS",50559,1865
05000US28083,"Leflore County, MS",26735,2144
05000US28085,"Lincoln County, MS",42606,3769
05000US28087,"Lowndes County, MS",50441,2406
05000US28089,"Madison County, MS",71824,2728
05000US28091,"Marion County, MS",32090,1977
05000US28093,"Marshall County, MS",42233,5224
05000US28095,"Monroe County, MS",42354,3715
05000US28097,"Montgomery County, MS",39840,5295
05000US28099,"Neshoba County, MS",37987,3037
05000US28101,"Newton County, MS",35958,2398
05000US28103,"Noxubee County, MS",33784,5053
05000US28105,"Oktibbeha County, MS",40453,2707
05000US28107,"Panola County, MS",38304,2380
05000US28109,"Pearl River County, MS",46901,4436
05000US28111,"Perry County, MS",42469,5374
05000US28113,"Pike County, MS",31784,1993
05000US28115,"Pontotoc County, MS",44759,3535
05000US28117,"Prentiss County, MS",39256,4045
05000US28119,"Quitman County, MS",25283,2563
05000US28121,"Rankin County, MS",65996,1918
05000US28123,"Scott County, MS",34943,4439
05000US28125,"Sharkey County, MS",29394,3385
05000US28127,"Simpson County, MS",43850,2717
05000US28129,"Smith County, MS",43105,3190
05000US28131,"Stone County, MS",45483,5896
05000US28133,"Sunflower County, MS",30838,3237
05000US28135,"Tallahatchie County, MS",29864,2267
05000US28137,"Tate County, MS",51030,5444
05000US28139,"Tippah County, MS",39246,2236
05000US28141,"Tishomingo County, MS",37681,3190
05000US28143,"Tunica County, MS",39370,6244
05000US28145,"Union County, MS",45754,3554
05000US28147,"Walthall County, MS",30961,3908
05000US28149,"Warren County, MS",45113,2182
05000US28151,"Washington County, MS",29705,1885
05000US28153,"Wayne County, MS",37706,8010
05000US28155,"Webster County, MS",45730,5697
05000US28157,"Wilkinson County, MS",27313,3291
05000US28159,"Winston County, MS",34724,2772
05000US28161,"Yalobusha County, MS",41464,3682
05000US28163,"Yazoo County, MS",33279,3295
05000US29001,"Adair County, MO",41929,2515
05000US29003,"Andrew County, MO",58772,4623
05000US29005,"Atchison County, MO",50236,4146
05000US29007,"Audrain County, MO",44261,1292
05000US29009,"Barry County, MO",44403,3428
05000US29011,"Barton County, MO",44125,4149
05000US29013,"Bates County, MO",47625,3638
05000US29015,"Benton County, MO",40249,2893
05000US29017,"Bollinger County, MO",44158,4322
05000US29019,"Boone County, MO",55328,1770
05000US29021,"Buchanan County, MO",51916,2023
05000US29023,"Butler County, MO",39915,2697
05000US29025,"Caldwell County, MO",49839,2866
05000US29027,"Callaway County, MO",56938,2321
05000US29029,"Camden County, MO",53478,2354
05000US29031,"Cape Girardeau County, MO",53732,2580
05000US29033,"Carroll County, MO",50830,4952
05000US29035,"Carter County, MO",39530,5411
05000US29037,"Cass County, MO",69433,1948
05000US29039,"Cedar County, MO",39365,1705
05000US29041,"Chariton County, MO",46738,2518
05000US29043,"Christian County, MO",60645,1728
05000US29045,"Clark County, MO",48909,3696
05000US29047,"Clay County, MO",70510,1299
05000US29049,"Clinton County, MO",62701,2230
05000US29051,"Cole County, MO",60066,2068
05000US29053,"Cooper County, MO",52735,2332
05000US29055,"Crawford County, MO",44438,4794
05000US29057,"Dade County, MO",40399,3301
05000US29059,"Dallas County, MO",43542,3687
05000US29061,"Daviess County, MO",51679,2315
05000US29063,"DeKalb County, MO",55918,6075
05000US29065,"Dent County, MO",42100,2709
05000US29067,"Douglas County, MO",37425,5759
05000US29069,"Dunklin County, MO",36380,2196
05000US29071,"Franklin County, MO",57214,1871
05000US29073,"Gasconade County, MO",54885,2550
05000US29075,"Gentry County, MO",47790,5935
05000US29077,"Greene County, MO",46086,864
05000US29079,"Grundy County, MO",45594,4112
05000US29081,"Harrison County, MO",42917,4036
05000US29083,"Henry County, MO",45795,3499
05000US29085,"Hickory County, MO",34182,2613
05000US29087,"Holt County, MO",49524,5311
05000US29089,"Howard County, MO",52700,2802
05000US29091,"Howell County, MO",38357,2332
05000US29093,"Iron County, MO",37435,2781
05000US29095,"Jackson County, MO",55134,700
05000US29097,"Jasper County, MO",48357,1469
05000US29099,"Jefferson County, MO",65454,1201
05000US29101,"Johnson County, MO",55273,2557
05000US29103,"Knox County, MO",40000,3731
05000US29105,"Laclede County, MO",47257,3252
05000US29107,"Lafayette County, MO",58766,4214
05000US29109,"Lawrence County, MO",44742,1234
05000US29111,"Lewis County, MO",45988,3619
05000US29113,"Lincoln County, MO",64196,3561
05000US29115,"Linn County, MO",45930,2271
05000US29117,"Livingston County, MO",46992,2671
05000US29119,"McDonald County, MO",41643,2133
05000US29121,"Macon County, MO",42746,2491
05000US29123,"Madison County, MO",43636,4767
05000US29125,"Maries County, MO",47569,5163
05000US29127,"Marion County, MO",48784,2945
05000US29129,"Mercer County, MO",47298,5423
05000US29131,"Miller County, MO",47171,3352
05000US29133,"Mississippi County, MO",35357,3383
05000US29135,"Moniteau County, MO",58010,3550
05000US29137,"Monroe County, MO",43966,2256
05000US29139,"Montgomery County, MO",46757,3599
05000US29141,"Morgan County, MO",39003,4193
05000US29143,"New Madrid County, MO",38679,2253
05000US29145,"Newton County, MO",50813,2477
05000US29147,"Nodaway County, MO",44232,1652
05000US29149,"Oregon County, MO",33601,3283
05000US29151,"Osage County, MO",61687,3221
05000US29153,"Ozark County, MO",31947,2096
05000US29155,"Pemiscot County, MO",33859,3356
05000US29157,"Perry County, MO",55863,2477
05000US29159,"Pettis County, MO",46157,1542
05000US29161,"Phelps County, MO",44154,2257
05000US29163,"Pike County, MO",46385,2614
05000US29165,"Platte County, MO",80393,2772
05000US29167,"Polk County, MO",45660,2941
05000US29169,"Pulaski County, MO",53492,4124
05000US29171,"Putnam County, MO",42849,4135
05000US29173,"Ralls County, MO",55377,5747
05000US29175,"Randolph County, MO",47740,2638
05000US29177,"Ray County, MO",61957,4099
05000US29179,"Reynolds County, MO",40324,3998
05000US29181,"Ripley County, MO",34971,4281
05000US29183,"St. Charles County, MO",84978,1195
05000US29185,"St. Clair County, MO",38870,2050
05000US29186,"Ste. Genevieve County, MO",60129,8999
05000US29187,"St. Francois County, MO",46466,2695
05000US29189,"St. Louis County, MO",67420,683
05000US29195,"Saline County, MO",44720,3087
05000US29197,"Schuyler County, MO",42694,3220
05000US29199,"Scotland County, MO",50085,6781
05000US29201,"Scott County, MO",44139,2963
05000US29203,"Shannon County, MO",34265,2369
05000US29205,"Shelby County, MO",44083,2786
05000US29207,"Stoddard County, MO",41062,2403
05000US29209,"Stone County, MO",49656,2461
05000US29211,"Sullivan County, MO",46481,6256
05000US29213,"Taney County, MO",46031,2826
05000US29215,"Texas County, MO",35067,3597
05000US29217,"Vernon County, MO",43276,2200
05000US29219,"Warren County, MO",60125,3346
05000US29221,"Washington County, MO",41483,2450
05000US29223,"Wayne County, MO",34316,2617
05000US29225,"Webster County, MO",50560,2412
05000US29227,"Worth County, MO",53580,5869
05000US29229,"Wright County, MO",34776,2263
05000US29510,"St. Louis city, MO",43896,1098
05000US30001,"Beaverhead County, MT",43201,4682
05000US30003,"Big Horn County, MT",49859,5239
05000US30005,"Blaine County, MT",41279,2887
05000US30007,"Broadwater County, MT",60594,5117
05000US30009,"Carbon County, MT",58707,4269
05000US30011,"Carter County, MT",48000,12523
05000US30013,"Cascade County, MT",49913,1616
05000US30015,"Chouteau County, MT",42298,2436
05000US30017,"Custer County, MT",52965,4494
05000US30019,"Daniels County, MT",57440,6159
05000US30021,"Dawson County, MT",58596,4597
05000US30023,"Deer Lodge County, MT",41820,2548
05000US30025,"Fallon County, MT",64545,8729
05000US30027,"Fergus County, MT",50540,4972
05000US30029,"Flathead County, MT",56182,2573
05000US30031,"Gallatin County, MT",66397,2238
05000US30033,"Garfield County, MT",42000,6542
05000US30035,"Glacier County, MT",36045,2488
05000US30037,"Golden Valley County, MT",43875,8120
05000US30039,"Granite County, MT",49881,5029
05000US30041,"Hill County, MT",49321,3391
05000US30043,"Jefferson County, MT",69646,4258
05000US30045,"Judith Basin County, MT",43661,5371
05000US30047,"Lake County, MT",48829,2380
05000US30049,"Lewis and Clark County, MT",65791,2949
05000US30051,"Liberty County, MT",44875,5904
05000US30053,"Lincoln County, MT",40140,2825
05000US30055,"McCone County, MT",49701,8951
05000US30057,"Madison County, MT",54107,3648
05000US30059,"Meagher County, MT",46607,4741
05000US30061,"Mineral County, MT",41705,2875
05000US30063,"Missoula County, MT",54062,2037
05000US30065,"Musselshell County, MT",43274,6238
05000US30067,"Park County, MT",53068,4601
05000US30069,"Petroleum County, MT",51250,25123
05000US30071,"Phillips County, MT",46212,3346
05000US30073,"Pondera County, MT",51151,5815
05000US30075,"Powder River County, MT",54427,5552
05000US30077,"Powell County, MT",54667,5187
05000US30079,"Prairie County, MT",43625,5807
05000US30081,"Ravalli County, MT",53054,2349
05000US30083,"Richland County, MT",67205,5590
05000US30085,"Roosevelt County, MT",43194,3908
05000US30087,"Rosebud County, MT",57992,4160
05000US30089,"Sanders County, MT",40823,2801
05000US30091,"Sheridan County, MT",55521,5472
05000US30093,"Silver Bow County, MT",45718,3069
05000US30095,"Stillwater County, MT",64645,3961
05000US30097,"Sweet Grass County, MT",49886,6230
05000US30099,"Teton County, MT",55000,3985
05000US30101,"Toole County, MT",50721,6089
05000US30103,"Treasure County, MT",43047,5150
05000US30105,"Valley County, MT",53162,4838
05000US30107,"Wheatland County, MT",39655,5457
05000US30109,"Wibaux County, MT",53958,9006
05000US30111,"Yellowstone County, MT",61264,1274
05000US31001,"Adams County, NE",53023,2547
05000US31003,"Antelope County, NE",49912,2871
05000US31005,"Arthur County, NE",42813,4406
05000US31007,"Banner County, NE",51750,8552
05000US31009,"Blaine County, NE",51094,6447
05000US31011,"Boone County, NE",54979,4116
05000US31013,"Box Butte County, NE",54004,7401
05000US31015,"Boyd County, NE",47778,9432
05000US31017,"Brown County, NE",43098,7472
05000US31019,"Buffalo County, NE",59431,2523
05000US31021,"Burt County, NE",54203,3863
05000US31023,"Butler County, NE",58979,5218
05000US31025,"Cass County, NE",71846,2974
05000US31027,"Cedar County, NE",61869,2475
05000US31029,"Chase County, NE",57009,3530
05000US31031,"Cherry County, NE",56651,4893
05000US31033,"Cheyenne County, NE",53871,2632
05000US31035,"Clay County, NE",57173,3944
05000US31037,"Colfax County, NE",58872,8513
05000US31039,"Cuming County, NE",56768,4617
05000US31041,"Custer County, NE",52184,3474
05000US31043,"Dakota County, NE",59231,4148
05000US31045,"Dawes County, NE",50750,5335
05000US31047,"Dawson County, NE",53721,2699
05000US31049,"Deuel County, NE",47287,2578
05000US31051,"Dixon County, NE",56905,3812
05000US31053,"Dodge County, NE",54085,2510
05000US31055,"Douglas County, NE",64629,784
05000US31057,"Dundy County, NE",41716,4099
05000US31059,"Fillmore County, NE",60313,5832
05000US31061,"Franklin County, NE",49282,2878
05000US31063,"Frontier County, NE",54659,4213
05000US31065,"Furnas County, NE",48838,1929
05000US31067,"Gage County, NE",53110,2341
05000US31069,"Garden County, NE",43750,3764
05000US31071,"Garfield County, NE",53000,5763
05000US31073,"Gosper County, NE",64053,3355
05000US31075,"Grant County, NE",46500,9330
05000US31077,"Greeley County, NE",47869,2860
05000US31079,"Hall County, NE",57104,2147
05000US31081,"Hamilton County, NE",64210,4075
05000US31083,"Harlan County, NE",49835,4377
05000US31085,"Hayes County, NE",51726,5827
05000US31087,"Hitchcock County, NE",49962,5597
05000US31089,"Holt County, NE",60387,2930
05000US31091,"Hooker County, NE",41125,10416
05000US31093,"Howard County, NE",59348,6095
05000US31095,"Jefferson County, NE",44510,5432
05000US31097,"Johnson County, NE",54712,6648
05000US31099,"Kearney County, NE",60266,8497
05000US31101,"Keith County, NE",50735,2974
05000US31103,"Keya Paha County, NE",56500,10371
05000US31105,"Kimball County, NE",53403,6322
05000US31107,"Knox County, NE",52332,2535
05000US31109,"Lancaster County, NE",60527,954
05000US31111,"Lincoln County, NE",59795,2466
05000US31113,"Logan County, NE",52708,11734
05000US31115,"Loup County, NE",51000,13419
05000US31117,"McPherson County, NE",48125,7773
05000US31119,"Madison County, NE",53188,2351
05000US31121,"Merrick County, NE",55649,4945
05000US31123,"Morrill County, NE",46194,2956
05000US31125,"Nance County, NE",49032,4353
05000US31127,"Nemaha County, NE",51828,5877
05000US31129,"Nuckolls County, NE",43388,5128
05000US31131,"Otoe County, NE",59167,2876
05000US31133,"Pawnee County, NE",46452,3865
05000US31135,"Perkins County, NE",65543,5212
05000US31137,"Phelps County, NE",59040,4526
05000US31139,"Pierce County, NE",64511,6663
05000US31141,"Platte County, NE",62305,3435
05000US31143,"Polk County, NE",67719,5941
05000US31145,"Red Willow County, NE",48808,3503
05000US31147,"Richardson County, NE",47917,4016
05000US31149,"Rock County, NE",56250,13635
05000US31151,"Saline County, NE",51502,4708
05000US31153,"Sarpy County, NE",82032,1552
05000US31155,"Saunders County, NE",68682,4302
05000US31157,"Scotts Bluff County, NE",49745,1994
05000US31159,"Seward County, NE",70389,2819
05000US31161,"Sheridan County, NE",45371,3295
05000US31163,"Sherman County, NE",50781,5288
05000US31165,"Sioux County, NE",48269,6525
05000US31167,"Stanton County, NE",63986,4945
05000US31169,"Thayer County, NE",51821,2655
05000US31171,"Thomas County, NE",59432,24245
05000US31173,"Thurston County, NE",51034,2708
05000US31175,"Valley County, NE",55324,5871
05000US31177,"Washington County, NE",71430,4082
05000US31179,"Wayne County, NE",56456,7774
05000US31181,"Webster County, NE",46188,6001
05000US31183,"Wheeler County, NE",51591,3343
05000US31185,"York County, NE",60298,3212
05000US32001,"Churchill County, NV",57824,5634
05000US32003,"Clark County, NV",59340,538
05000US32005,"Douglas County, NV",66810,3442
05000US32007,"Elko County, NV",81232,5301
05000US32009,"Esmeralda County, NV",37375,8060
05000US32011,"Eureka County, NV",67105,22696
05000US32013,"Humboldt County, NV",67756,5951
05000US32015,"Lander County, NV",88030,21398
05000US32017,"Lincoln County, NV",58462,6701
05000US32019,"Lyon County, NV",56875,2597
05000US32021,"Mineral County, NV",35806,5400
05000US32023,"Nye County, NV",47300,3233
05000US32027,"Pershing County, NV",50491,8390
05000US32029,"Storey County, NV",66292,8678
05000US32031,"Washoe County, NV",64791,727
05000US32033,"White Pine County, NV",60827,4540
05000US32510,"Carson City, NV",55718,2218
05000US33001,"Belknap County, NH",69447,4219
05000US33003,"Carroll County, NH",63153,2621
05000US33005,"Cheshire County, NH",64751,1891
05000US33007,"Coos County, NH",47117,2095
05000US33009,"Grafton County, NH",63389,2351
05000US33011,"Hillsborough County, NH",81460,948
05000US33013,"Merrimack County, NH",75737,1965
05000US33015,"Rockingham County, NH",93756,1893
05000US33017,"Strafford County, NH",72960,2432
05000US33019,"Sullivan County, NH",61312,3679
05000US34001,"Atlantic County, NJ",62110,1537
05000US34003,"Bergen County, NJ",101144,1300
05000US34005,"Burlington County, NJ",87416,1221
05000US34007,"Camden County, NJ",70451,1204
05000US34009,"Cape May County, NJ",67074,2716
05000US34011,"Cumberland County, NJ",54149,1622
05000US34013,"Essex County, NJ",61510,1035
05000US34015,"Gloucester County, NJ",87283,1857
05000US34017,"Hudson County, NJ",71189,1089
05000US34019,"Hunterdon County, NJ",115379,2319
05000US34021,"Mercer County, NJ",81057,1626
05000US34023,"Middlesex County, NJ",89533,1177
05000US34025,"Monmouth County, NJ",99733,1072
05000US34027,"Morris County, NJ",115527,1813
05000US34029,"Ocean County, NJ",70909,873
05000US34031,"Passaic County, NJ",69688,1424
05000US34033,"Salem County, NJ",66842,2833
05000US34035,"Somerset County, NJ",113611,2184
05000US34037,"Sussex County, NJ",94520,2230
05000US34039,"Union County, NJ",80198,1380
05000US34041,"Warren County, NJ",81307,2239
05000US35001,"Bernalillo County, NM",53329,765
05000US35003,"Catron County, NM",41910,5809
05000US35005,"Chaves County, NM",43359,2155
05000US35006,"Cibola County, NM",39413,3522
05000US35007,"Colfax County, NM",36302,4075
05000US35009,"Curry County, NM",45092,2676
05000US35011,"De Baca County, NM",31625,4756
05000US35013,"Do̱a Ana County, NM",40973,1947
05000US35015,"Eddy County, NM",65328,3613
05000US35017,"Grant County, NM",37843,4507
05000US35019,"Guadalupe County, NM",24798,5678
05000US35021,"Harding County, NM",29375,5700
05000US35023,"Hidalgo County, NM",42526,9509
05000US35025,"Lea County, NM",60546,2950
05000US35027,"Lincoln County, NM",46216,7003
05000US35028,"Los Alamos County, NM",121324,4613
05000US35029,"Luna County, NM",29360,1783
05000US35031,"McKinley County, NM",33834,1536
05000US35033,"Mora County, NM",28446,9831
05000US35035,"Otero County, NM",41988,1745
05000US35037,"Quay County, NM",29035,2165
05000US35039,"Rio Arriba County, NM",39952,2593
05000US35041,"Roosevelt County, NM",42702,4047
05000US35043,"Sandoval County, NM",63802,1918
05000US35045,"San Juan County, NM",50518,1562
05000US35047,"San Miguel County, NM",30946,2179
05000US35049,"Santa Fe County, NM",61200,1600
05000US35051,"Sierra County, NM",29755,2574
05000US35053,"Socorro County, NM",42083,3749
05000US35055,"Taos County, NM",38329,3996
05000US35057,"Torrance County, NM",36120,3536
05000US35059,"Union County, NM",35884,5089
05000US35061,"Valencia County, NM",48945,1475
05000US36001,"Albany County, NY",66252,1431
05000US36003,"Allegany County, NY",48412,1419
05000US36005,"Bronx County, NY",40088,526
05000US36007,"Broome County, NY",52226,1460
05000US36009,"Cattaraugus County, NY",48703,1620
05000US36011,"Cayuga County, NY",58377,1860
05000US36013,"Chautauqua County, NY",46820,1192
05000US36015,"Chemung County, NY",54940,2058
05000US36017,"Chenango County, NY",52002,2146
05000US36019,"Clinton County, NY",56365,1585
05000US36021,"Columbia County, NY",66787,2129
05000US36023,"Cortland County, NY",56023,1867
05000US36025,"Delaware County, NY",49544,2495
05000US36027,"Dutchess County, NY",81219,1464
05000US36029,"Erie County, NY",58121,701
05000US36031,"Essex County, NY",56763,1895
05000US36033,"Franklin County, NY",50407,2230
05000US36035,"Fulton County, NY",50482,2194
05000US36037,"Genesee County, NY",60524,2085
05000US36039,"Greene County, NY",53601,1989
05000US36041,"Hamilton County, NY",58675,2741
05000US36043,"Herkimer County, NY",54646,1772
05000US36045,"Jefferson County, NY",52685,1357
05000US36047,"Kings County, NY",60231,637
05000US36049,"Lewis County, NY",54524,1778
05000US36051,"Livingston County, NY",59510,2388
05000US36053,"Madison County, NY",61633,1984
05000US36055,"Monroe County, NY",60075,657
05000US36057,"Montgomery County, NY",49462,2159
05000US36059,"Nassau County, NY",116100,1093
05000US36061,"New York County, NY",86553,987
05000US36063,"Niagara County, NY",55522,1262
05000US36065,"Oneida County, NY",56027,1050
05000US36067,"Onondaga County, NY",61359,834
05000US36069,"Ontario County, NY",64944,1552
05000US36071,"Orange County, NY",79944,1449
05000US36073,"Orleans County, NY",52620,1737
05000US36075,"Oswego County, NY",55967,1566
05000US36077,"Otsego County, NY",54028,1607
05000US36079,"Putnam County, NY",104486,3292
05000US36081,"Queens County, NY",68666,629
05000US36083,"Rensselaer County, NY",68991,1561
05000US36085,"Richmond County, NY",82783,1795
05000US36087,"Rockland County, NY",93024,2097
05000US36089,"St. Lawrence County, NY",50940,1535
05000US36091,"Saratoga County, NY",84291,1506
05000US36093,"Schenectady County, NY",65499,1957
05000US36095,"Schoharie County, NY",57714,2408
05000US36097,"Schuyler County, NY",52327,3630
05000US36099,"Seneca County, NY",54545,1638
05000US36101,"Steuben County, NY",53663,1101
05000US36103,"Suffolk County, NY",101031,1050
05000US36105,"Sullivan County, NY",57426,2943
05000US36107,"Tioga County, NY",62999,1954
05000US36109,"Tompkins County, NY",60240,1981
05000US36111,"Ulster County, NY",64304,1347
